国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
俄罗斯,55873680000.00 ,74782910000.00 ,36583100000.00 ,43167780000.00 ,55083630000.00 ,50587560000.00 ,69218890000.00 ,22031340000.00 ,6852970000.00 ,32538900000.00 ,28557440000.00 ,8816180000.00 
