国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
法国,2.280514691,2.261767334,2.486338205,2.33790694,2.257661284,2.236926011,2.220396951,2.230360063,2.26989054,2.327323645,2.349678514,2.293942799
