国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
美国,4.622000217,5.78399992,9.25399971,9.633000374,8.949000359,8.069000244,7.375,6.168000221,5.28000021,4.868999958,4.355000019,3.933000088
