国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
中国,156249000000.00 ,171535000000.00 ,131057000000.00 ,243703000000.00 ,280072000000.00 ,241214000000.00 ,290928000000.00 ,268097000000.00 ,242489000000.00 ,174750000000.00 ,166084000000.00 ,203492000000.00 
