国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
俄罗斯,223486000000.00 ,291861000000.00 ,191803000000.00 ,248634000000.00 ,323831000000.00 ,335446000000.00 ,341269000000.00 ,307877000000.00 ,193019000000.00 ,191493000000.00 ,238126000000.00 ,249055000000.00 
