国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
法国,6.061353351,5.793633052,6.459266221,6.2020389,6.305031837,6.010133429,6.047958492,6.570833894,6.05991392,6.10137583,5.891634297,
