国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
英国,2.545500795,-0.345916655,-4.246551566,1.711206445,1.644770017,1.447060443,2.046299585,2.947562163,2.349122692,1.789288659,1.822927774,1.397607592
