国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
中国,1220000000000.00 ,1430000000000.00 ,1200000000000.00 ,1580000000000.00 ,1900000000000.00 ,2050000000000.00 ,2210000000000.00 ,2340000000000.00 ,2270000000000.00 ,2100000000000.00 ,2260000000000.00 ,2490000000000.00 
