国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
日本,10.10618629,8.931591654,8.36891038,8.809784435,9.356818207,9.682412944,10.36061765,11.46920658,11.42357202,11.15496587,11.64194651
