国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
法国,560000000000.00 ,616000000000.00 ,485000000000.00 ,524000000000.00 ,596000000000.00 ,569000000000.00 ,581000000000.00 ,581000000000.00 ,506000000000.00 ,501000000000.00 ,535000000000.00 ,582000000000.00 
