国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
英国,5.515999794,6.061999798,8.489999771,8.565999985,8.63599968,8.31400013,7.946000099,6.361999989,5.454999924,4.926000118,4.43599987,4.017000198
