国家,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
英国,24.46526579,27.96387316,33.85431461,18.66034657,18.463453,20.01491308,21.01352048,21.39265923,21.73937822,21.86453817,20.64716658,20.8121556,21.83372214,21.065993,20.71034433
