国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
美国,2020400000000.00 ,2169490000000.00 ,1605300000000.00 ,1969180000000.00 ,2266020000000.00 ,2336520000000.00 ,2329060000000.00 ,2412550000000.00 ,2315300000000.00 ,2250150000000.00 ,2408480000000.00 ,2614330000000.00 
