国家,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
法国,19.75554711,20.26557961,21.462423,18.47804602,19.97045065,22.64070501,24.91527927,23.7146292,25.3667828,25.89666503,26.09278566,26.84724696,26.66937935,23.54504129,
