国家,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
美国,47975.96768,48382.55845,47099.98047,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983,62641.0141
